anchor,positive,negative
55494,195080,157040
49833,206981,60203
10459,32854,216400
216396,148450,215277
8561,214751,45359
7757,65483,227134
65038,172793,92607
226855,5972,211681
48297,36926,214986
194349,124924,57642
92855,227419,171879
229827,35801,172882
9275,162956,55897
126532,65420,6815
2904,231014,167180
214448,215270,30217
232085,54552,11975
135131,48318,139333
9804,144264,55889
55029,35942,55164
34910,154235,165297
168350,39745,52945
39142,121162,1533
224194,208690,60230
214575,227344,50438
214972,227280,165810
145231,209928,15025
206980,60167,43074
208728,215252,225276
226860,42356,124925
165226,8020,29268
57893,57666,23168
223401,134270,63215
49136,30634,209886
162944,209900,66567
219066,9246,198398
229142,137892,69843
214406,57680,44365
37813,198268,129269
43259,9358,72974
117827,60173,168409
194349,227181,85520
125293,140070,138543
218468,205505,218492
219475,143739,58207
54379,214630,23168
35665,139399,148396
58550,8266,101937
60078,183436,229551
199722,51778,227434
10748,169150,159568
35600,210161,49557
231615,150792,13914
6555,35266,73867
206992,157200,55671
222922,214355,88204
9405,124921,44162
215055,136098,55990
215139,151519,36928
214534,196597,155104
215031,231373,122106
216321,215042,23241
227358,217953,198566
51696,54401,159410
139399,11542,54974
209936,229341,18858
175379,9257,18641
161175,143660,106421
170912,160940,165733
228334,38874,209844
51458,55756,122294
231346,58751,65193
51327,10463,166841
220822,33385,103732
216294,2985,43740
57093,143857,68968
64340,9261,134852
225329,34308,210358
157228,228989,225532
177331,9266,48767
160850,36484,62973
60223,227439,206234
42874,110212,122535
214514,194739,61554
35441,35378,175206
60675,206485,49117
229451,168480,174931
3505,52498,227166
170927,175175,35626
9352,215008,52945
227477,35674,220135
60773,155493,59481
30737,168468,127438
182466,59988,57838
44131,64947,54377
5925,9294,46822
165297,173839,74788
125437,60003,220819
210764,131952,208195
216391,154480,16834
142199,55687,215814
184650,205529,57925
170171,213867,148221
205483,227163,52106
216288,206485,61919
217287,35336,226650
153634,60162,115597
226569,214683,16315
48322,164407,87213
226653,57095,222824
7386,223389,13920
214738,55660,8126
111288,170990,69070
155518,231919,62213
168382,206998,12861
46473,214637,217102
215023,9835,84386
155481,48194,162955
215189,8039,44411
33661,49551,156597
223393,217569,211702
124850,165226,14762
214607,215344,24359
54939,215014,216072
8036,206920,214695
227042,168327,52170
170889,131112,44592
169277,58689,50646
35945,201419,121472
168364,128998,62353
209915,42979,196159
127866,227157,130862
223182,34308,110078
227410,10060,215369
9968,175315,17577
153876,215177,87436
945,224614,117835
33845,227183,146875
216326,4108,16222
207834,227407,168473
10753,207523,172755
175115,208548,1154
209957,172795,92726
214735,125402,211887
163008,214720,171058
225330,35637,1562
58691,6668,225432
129312,216347,45331
209955,152066,205883
214626,144133,46303
61668,172745,209858
42300,40075,67458
65034,165226,30216
208624,55159,13850
214722,109888,181151
61675,36992,22164
209892,175312,1279
214714,214380,61778
58548,197645,147353
42683,174788,194559
215193,92632,46291
35745,43488,69889
208671,142125,29033
60177,35510,64525
225388,206984,87869
215123,7405,205608
223718,103506,36745
51656,213958,1760
9253,205748,36633
35151,209306,1746
197725,64170,173399
227440,228868,150822
169498,214968,133866
8266,60305,30313
209870,58935,178252
35724,223640,110740
9983,36480,66438
169268,65420,138656
214545,133913,45087
225433,168454,83230
215195,35649,59389
215177,60038,161574
11296,103507,160503
223170,216407,213184
229453,57547,175189
60053,221246,142078
231351,214149,227054
33259,42304,164942
229170,133370,1517
55036,227186,227768
183529,172745,61685
221251,68694,57078
214995,35813,215346
168629,197725,87634
64944,9804,138846
210122,35788,212462
144117,210194,150840
5097,124466,214980
215163,6983,44275
214544,32782,24221
57972,183400,208386
227071,60194,223978
175810,231921,168326
168432,223972,89315
164052,35517,69053
56337,223396,221441
144170,59318,57514
225638,172741,8027
168393,214441,145541
214614,180965,39173
59491,170865,228182
50071,225084,76040
9841,55009,170917
47824,170496,122507
9439,10756,195936
214678,65071,146530
150793,223857,214245
6104,60281,3067
221005,160880,132701
224693,227350,91893
43126,227074,53330
168296,208700,35701
223736,140504,35673
117829,214393,70808
3817,10779,119699
125463,48547,116177
139544,175799,127432
214976,33660,152705
215362,170992,7011
942,206948,135621
34235,214400,64909
228420,60227,65494
10853,223438,45566
9297,148592,61222
102580,55027,26247
34327,175253,84946
228980,227202,71225
51327,11420,215338
218026,146545,64516
10351,131873,133455
116238,33521,174606
145732,226558,220342
147794,42112,40211
52439,40210,45459
169090,223436,37030
9430,161147,64429
157206,231386,206114
36928,153574,35706
168406,157348,69419
65416,9412,112476
225360,210740,206137
4470,37105,215211
10459,177185,38811
144410,205431,218442
179530,205102,68668
213159,214447,14046
60036,215067,1559
168383,40127,71568
168489,60270,148938
153757,7754,74399
55025,65483,53725
215161,232089,61660
215083,175169,19264
215346,204322,219562
33366,9503,43313
215117,151751,229593
35602,117839,56337
117817,144953,167032
194746,8731,6295
57094,175617,11952
214765,134270,51702
135400,153889,43984
170890,35514,165728
226904,140063,25
215126,60073,216407
59518,227027,44865
229462,35621,229986
11436,214612,26391
199154,65376,77291
48547,216394,4900
221229,215282,177346
10762,6024,161774
35154,35515,10200
5212,214641,60057
215353,214519,62522
220620,117095,164954
139210,143349,9260
122171,227520,25222
41564,225412,106741
227191,218177,150738
153763,134808,19319
227048,175254,13418
217214,45660,7011
212203,206789,58285
35853,33367,50468
210243,60039,227158
4361,143289,34696
71571,157227,10223
208552,10963,227183
39322,183327,56214
60964,227116,115835
223953,60043,64560
191415,35942,26374
214975,227286,575
226898,35540,35538
217568,208704,78466
126839,219472,158515
219573,33356,221656
215286,57593,49551
215328,204688,41217
218144,132700,403
168261,204778,215251
206959,225345,214975
183701,175629,86964
161778,204089,194758
198721,35534,160860
134315,156230,50355
214491,8973,134160
7892,160576,43988
209878,215293,67133
171434,219352,170324
11170,39541,27667
228339,35508,87702
173686,219463,214963
35533,47823,56774
42301,175277,64707
9397,216301,166952
10969,35638,74266
215260,217276,11578
168407,10394,208165
200647,215304,208603
227145,46873,205559
33865,218150,224209
170889,227113,204009
10578,139915,43626
183435,125414,227811
214682,10772,210102
214501,168322,124931
159203,224794,115520
7413,216314,112170
209858,2805,73339
42150,57675,30701
51054,4260,1332
64677,225654,28646
194466,227292,55161
2572,223860,205504
227202,37835,61820
223661,125428,206923
35505,224853,7927
183655,173252,173839
35637,11917,11912
206789,180727,204485
175150,209908,216327
48323,60114,206239
229834,39683,195070
8019,206984,35848
210061,10587,55818
9241,7780,10448
54390,117843,138886
223422,168298,54386
227136,42955,74568
65422,2881,545
168421,11590,130910
56629,210122,96626
160880,121162,227987
217284,136628,43795
46863,227926,139521
116243,224635,119666
214155,213528,213990
168269,219561,50917
6322,215253,111622
214712,227830,19062
194747,215232,61244
214439,36922,50625
43085,219561,55989
163031,7924,195744
43340,168257,29699
160928,175241,167088
9167,226831,50125
32661,34910,45444
153714,9288,134008
64743,33744,30074
218177,215252,165724
48643,125460,128025
169283,231712,65414
65368,46891,58348
9114,214967,33876
55059,48322,53056
124922,55159,66616
227099,217002,13608
8083,204000,1013
59040,5937,231056
49137,134404,56327
35500,9405,11650
227928,229461,19516
205490,231615,30124
10394,139843,55158
123178,151951,208603
200648,214996,35454
123613,227140,228353
54360,127866,136333
210002,157386,197630
168326,227811,169272
221656,49823,1566
60074,136260,74066
204765,227388,74408
175598,177017,3061
48409,139299,228343
10477,209932,65553
214721,205730,45442
49825,51467,9531
9990,227128,68750
60238,227153,46081
172820,205494,56658
223695,206923,1567
39831,226420,41981
7638,184362,57951
34305,227073,140241
48546,35679,1587
175624,198595,196514
35515,204789,34039
223626,205511,1809
145762,215006,204498
227395,170972,54444
225388,171615,44006
9369,153628,60070
58567,139452,204791
220719,55667,43796
124328,223044,213881
206961,7336,69326
215378,231927,1331
8128,10951,74548
210025,55690,144581
211396,39318,98029
35597,161034,83509
172809,7907,89124
227938,214364,23636
207524,213878,35800
9363,227235,55615
35441,216279,56491
151440,51327,175379
150212,49802,49274
175173,225337,15423
168458,151523,142202
65882,60040,35659
215053,162366,19319
225653,59984,5903
227957,205519,9294
139469,57242,214727
10786,205099,32581
60034,941,44477
6122,215307,42610
214405,205533,215069
43128,9371,1521
163046,11339,6562
223665,128371,227057
8465,9428,39748
161888,205485,44652
60200,207539,29445
209944,197883,161553
227810,223735,119184
131768,204766,225377
10043,9259,24149
227824,227207,87643
227218,214750,206934
210740,135399,110419
228765,10568,170229
147787,157361,49623
35949,16600,44017
218284,56374,191369
7972,220621,172682
175713,172905,32503
145233,214684,168473
221071,145346,168264
116243,175349,18381
52433,157184,229985
66790,154640,148888
60270,214718,118330
215122,209988,118771
9429,231089,223719
231376,169290,229999
123398,116244,148302
10932,57965,35402
35743,214354,55036
11154,227350,60268
218442,205502,168343
209930,216343,30697
211396,225414,161566
223196,122121,45030
102719,215099,122882
3020,153634,44428
35663,42843,218130
10459,172818,64948
216405,227745,46615
51859,214481,29858
227932,227374,168392
191408,10771,215287
35576,58775,115448
215047,10506,67494
215348,216404,53170
8028,8258,127874
11339,9374,5074
222091,208698,41686
168464,60268,14232
218448,207834,154935
215168,226562,183267
204021,215305,56394
126609,11265,107599
214748,57099,226651
59815,205486,225797
214969,92349,219566
206963,34617,23236
183518,157384,3616
32853,169269,176868
225644,137124,93948
224423,227232,69310
49255,39322,176855
35654,198141,16304
55118,133370,13329
8349,143667,174931
8007,227368,50958
142257,168431,146564
55647,213269,61106
217949,30737,205632
36984,158091,51037
223958,218188,212350
218144,164051,44771
147813,168405,219568
71866,168399,153642
39257,208671,97684
50078,229447,50600
228456,204498,59228
60149,215344,56618
227221,226534,216107
136138,8909,2485
162909,3500,191401
193791,35440,87564
169101,226709,110742
168366,9427,223855
168417,210012,120417
227054,175166,92278
170386,231378,129022
35948,217289,94956
217568,130298,71500
214727,9363,43933
160780,65019,1506
59982,6672,151504
231038,221260,49373
42690,215157,227993
158091,194349,52271
224512,8041,7153
35714,170457,195922
34265,59483,47517
920,4280,55030
136768,223437,62869
220580,148467,6369
35962,47539,210761
57957,155515,74872
138647,41918,39026
50069,54914,97552
206930,67860,159514
225411,172757,47767
205878,215182,88944
35750,39259,214994
175143,55068,46538
227379,139701,9525
223047,48604,49955
208636,231918,218257
8182,228873,1542
168391,60065,119624
183449,39749,158225
139324,10343,33497
208695,8117,1794
164034,222915,65116
214511,227371,6896
161174,214609,97691
51391,227646,215237
170958,6335,65084
139843,228374,138968
226895,35731,87974
35736,37031,178016
194349,60392,143837
7989,62545,31
215161,154495,52358
215176,132705,213957
183181,175191,147769
170995,180528,133221
65117,172707,35364
43427,35705,224126
191411,231387,61177
215267,168268,218429
209999,151529,56245
228782,39115,125529
10832,175344,227274
214573,172777,19433
226860,157184,26313
206667,222891,217106
182673,142148,135998
116285,9242,8038
58486,117825,44202
224000,54726,213227
206982,172044,182673
5402,164041,122376
221194,54447,226671
209922,69158,122562
168310,138657,228129
168377,221656,231089
168398,172900,223130
214657,214989,157200
10203,215059,111622
225314,163997,170990
143283,7994,60148
169279,168315,227736
205484,39426,84477
7936,45673,54166
9838,60274,228425
60039,175202,45021
57099,215676,52216
168489,37813,14762
42683,11916,66395
214944,225085,82065
215101,59691,149476
225432,35509,222912
162873,9238,215228
216334,200824,57488
160928,9344,223014
35158,175542,15832
223665,204689,135611
227352,35560,1146
154424,36494,21050
231052,10066,133683
11156,227814,166298
155509,214358,210352
175376,9257,8216
223182,175146,53260
40160,227189,14646
57416,210004,182331
215342,181123,40911
153685,6102,218124
60186,214969,225364
3505,175799,142636
232207,205475,146750
8024,214946,20857
206111,156572,44801
205881,205127,120740
162323,227117,59349
10776,215037,130880
191408,9158,133727
210035,225432,44666
65407,7749,44657
5296,227364,59122
205546,60153,163478
33854,154395,171368
220508,136254,167122
227135,168447,127361
155490,34596,206439
221350,214744,60118
214146,59994,9356
650,191370,48647
64783,33305,26568
220823,148251,8034
38541,214469,177155
42084,182466,24236
214762,139133,217944
55734,122656,110637
136025,39176,111160
228345,231052,119886
209941,34902,210072
214647,191365,34083
175359,209306,139685
224499,231702,148378
142140,59990,43722
59504,61137,115597
10938,35815,93475
217569,35490,159435
122651,225356,4979
125428,54447,80474
223311,168335,57666
10778,225327,168755
169272,154494,228172
33948,9422,96587
209845,117834,214601
69081,205528,231615
55030,224622,25842
223973,168473,49372
148754,171431,12818
42813,2840,35912
7446,227925,1757
38869,35851,3817
157200,220827,2732
146564,36478,136547
227399,151771,158225
204495,214463,867
218151,45668,29085
205209,175252,214718
217124,63765,83434
204412,68682,118652
172793,60949,215939
55020,204485,228218
143843,143966,24021
9363,205697,19217
172610,175216,61822
170229,215026,168493
68571,218134,11983
9320,221258,9233
218125,215349,45102
36993,9424,12229
51054,10492,89275
173648,214467,153763
34233,221710,3236
156036,9454,30374
156060,154425,143340
35436,168331,149174
208644,135511,13608
60176,218187,84487
175177,36480,227043
35806,34910,50419
49171,214691,46388
57096,7954,45172
218508,214713,54824
169291,123597,49816
43079,182552,165715
36783,214628,77705
64930,11578,121088
150792,168326,7886
175116,9462,127761
122798,225324,213332
30733,33823,214992
175119,117813,182620
173380,210026,134420
205558,123484,119900
214356,3106,163462
208095,154427,136214
223250,227140,210194
48319,2929,46505
157258,64949,216323
168386,10615,140351
221479,47522,159682
224392,224614,185015
204689,168423,44472
217573,43333,103356
227101,227410,165922
168334,134221,226565
220827,205539,177755
223924,226331,177377
143283,170972,177482
209948,9375,45034
163032,7987,209915
223627,35874,43626
34452,168463,42151
175348,151136,118185
225336,221194,168272
227274,11913,8114
225355,229477,50373
52180,60156,175168
139321,232089,110296
227945,2985,70876
5260,229451,153615
10786,170878,142757
100069,111251,119078
209948,181004,141006
59508,206110,87279
112318,214604,219472
35594,219565,163341
228451,208660,60278
47907,212015,81024
151801,221485,60218
184171,55852,52309
227411,65239,221355
175260,209894,39826
42837,51225,57126
9317,43127,46315
60248,214942,198503
227309,9373,65322
229445,7744,1692
205518,34262,225311
214721,55078,53341
214508,227373,73891
131768,50082,215009
54375,205574,14939
227184,196159,42038
224415,227860,130159
10610,58486,50491
214482,54726,223048
197998,169785,66720
216404,92189,175144
60277,222085,159443
209880,181123,173648
6296,55464,195455
215193,34396,161520
225638,4088,214500
215327,157753,195368
215200,214759,45454
205488,217285,224478
124917,35913,74408
218284,169100,32999
49263,226565,46425
215203,100764,205558
144257,129497,211390
35802,37105,145224
214960,158091,175261
57090,6831,67407
39103,191414,45383
51333,142249,165887
103507,205713,88559
215029,35746,122615
223392,9250,1359
59815,169261,223693
60000,231369,35449
126579,157229,50144
195954,227277,288
43593,144134,72332
223942,168355,215163
123964,35942,45144
39440,57436,128591
8008,45843,12187
8064,10743,145228
35654,172813,155501
10927,229477,138627
9346,157360,25227
181181,214580,107097
64679,168337,88515
3639,214986,49954
228341,172794,175178
227415,122287,163972
58692,154197,227151
218150,216393,220579
216397,65072,171118
160928,209936,205232
174822,55151,71370
183769,216313,15581
30631,35537,101689
231378,212056,84121
123596,168296,1390
37120,223050,215173
60276,227245,208601
221244,100764,175271
149177,138886,14530
60063,184267,44984
225335,214377,143682
57436,9158,38176
65463,35679,11284
7446,43224,171812
215002,128371,66720
35661,210033,35416
172932,55504,125454
227211,39636,215333
214673,225359,139107
170091,41783,57090
197643,205665,26938
227238,39140,214456
124920,215093,5838
174817,157098,41553
212320,197536,119921
168467,172376,26647
226787,170455,206062
205490,168343,17289
171441,139133,125431
218023,215109,122280
215219,10462,1666
35434,35652,63052
9382,214655,12818
61658,152294,23794
175278,210018,25067
63528,4405,49272
50793,170166,144092
179991,205540,58283
932,109869,214673
222920,33168,54049
226474,139321,139946
162958,226799,45488
227139,136138,206962
218135,8024,208705
36942,227325,89220
143437,60289,14762
59716,92349,170858
63696,8097,5947
142288,228969,145930
33338,40134,126471
205370,119921,214249
10577,60207,176341
35652,35786,89533
30595,227439,165713
35695,172784,228988
175115,54401,139531
42141,124444,12861
64773,153757,56318
10757,5212,42474
162914,10388,77313
43260,60050,132997
227817,196299,157244
227087,48350,73555
214453,60267,74640
168357,207540,62512
206921,51558,33918
226722,170705,73239
205559,3531,75312
35440,10938,37842
227119,139324,39803
227045,217285,41941
204934,169833,136035
51618,227280,215177
226415,118780,5177
64963,215017,214474
224000,35712,228344
215325,219476,13187
3498,128996,196514
209949,209950,166566
214355,222707,228992
174914,162322,1739
5212,172671,122509
229152,57436,44636
224426,139228,209892
215318,3020,210023
209938,215212,17694
218010,55794,209957
214692,223443,48983
64844,10343,57808
226895,49421,24108
50053,172900,67530
215216,168290,95015
35648,35440,84533
10366,4646,46561
35947,169637,33948
215254,209907,43126
205105,226829,9525
41918,215301,68972
55058,145732,4400
219462,223999,23699
227166,215006,44987
215227,68721,122050
163057,209989,215291
126468,223648,139386
215050,226891,58407
224790,163873,7928
35870,229146,35153
64843,168435,170352
54849,35703,65718
208579,60956,81690
60191,212632,55156
180698,57579,37488
210032,10746,219354
59134,214139,30105
11170,164407,223864
215236,10560,208102
223854,175190,1748
229452,64866,170927
125403,205544,144165
130570,60182,228454
10754,211395,171744
6050,215046,218161
36860,175528,200655
35531,170863,54753
32928,214593,231048
35944,209871,228135
55164,174465,216120
103557,223640,147325
47831,4480,3809
9311,55684,40053
206957,60291,152026
35539,206119,63835
168297,168306,197536
3531,228393,44775
54057,139299,11436
184419,221346,210762
142207,205496,84798
232085,3111,9953
143789,9246,16316
204777,35667,157349
62031,42813,154425
163032,209929,38382
117833,59526,65716
214502,9277,121214
32719,54375,45499
10504,9955,4913
223952,11418,15884
9383,35942,29076
179582,54401,27492
223400,214935,214768
214761,9371,43920
214535,209995,110595
153764,8258,211391
35543,58759,84312
35656,197786,46648
10221,168378,52076
172784,60063,224791
35642,229469,1320
210011,214647,34615
155104,221656,49645
205516,125423,138604
35128,169637,175713
177628,10763,34221
60266,8226,205431
40184,10363,16204
216304,10366,205555
3939,10967,61792
40237,209861,117146
214976,163059,35400
221909,227214,11017
205692,226722,120407
4361,226803,48106
172904,39114,175424
32107,37117,17732
222922,55647,53137
35745,215230,210187
60065,48369,34150
209905,168273,44367
54357,145230,216402
60269,59999,214935
139401,226656,224118
231713,51859,60048
175032,227348,37117
226324,164046,26241
225483,210761,48225
209964,194760,171951
149312,168431,226570
43164,34396,55846
35530,2879,63978
153642,209901,110274
40153,32727,138699
42349,10032,60893
215251,39257,65097
139228,215024,155492
225371,182329,14798
205513,227081,226846
216478,38468,46096
166493,223429,67778
227271,169290,35999
217744,10388,35538
206116,224509,225345
8118,35716,144596
9322,227163,110726
41358,220605,10757
214665,10751,39214
225401,175187,1808
172780,168281,65169
172803,229358,1808
221353,8384,214446
219004,214505,35668
6662,116642,133973
209914,219476,22124
56656,205494,214633
224203,209836,92354
175617,226791,227775
223632,118185,44031
224498,165298,49284
55004,35786,69962
170471,143739,158293
226837,8282,67539
64879,47826,1607
69081,144255,218093
145346,209966,65017
209989,94976,98027
6335,130959,27957
60002,170964,30714
191377,49569,156730
207834,61163,58064
60773,6373,50369
175315,123597,138698
172768,227395,54649
6552,133149,43975
223956,119618,227934
9396,223863,180837
146526,130910,53170
35661,109872,1605
209875,57331,52276
7399,196600,74630
168370,54381,61982
168379,204042,142614
168355,35387,43924
9300,214389,56144
33348,133221,226782
204785,157361,72332
174404,133636,89315
125445,214508,57820
197770,35387,228039
145373,215188,107116
225659,168427,139731
41952,139545,41865
35951,149365,139473
55058,35791,19685
11157,151760,165786
137136,170992,53143
203996,32727,213747
59526,227069,51860
163048,43121,152072
40234,222891,228047
214482,156834,231697
214453,168484,59498
43128,215294,37008
214398,215334,4615
35617,121461,56790
168323,209905,56289
35930,49695,93684
39253,168399,226557
193904,33823,1179
64747,214520,79933
124923,9291,35640
214200,175241,103313
10717,205560,214550
210020,139120,32684
57685,206056,55864
214387,170983,49278
8120,166109,159342
32655,148091,60540
229448,40278,57546
35497,160780,45854
35703,208556,220479
11347,53972,107043
204489,138655,177880
217112,5970,3965
227360,214639,228189
10556,9238,60000
4241,219571,72051
223928,223695,149077
153762,206056,215090
205112,3498,142451
33926,121783,195510
216387,56373,224126
206108,11852,106340
199113,139623,52097
228341,214989,208694
6549,40170,25837
213734,51997,139954
216329,223421,64524
122880,214701,119674
135399,59716,126835
124851,51052,14731
214982,209942,195774
45700,168344,47907
43339,215137,46538
214687,49255,228454
218026,171146,60279
52046,57962,227946
35488,158097,191393
11234,175255,198590
35454,64753,203012
206161,60169,197604
195954,100758,1585
175167,40184,42474
48493,944,168442
196851,223444,40614
55061,4551,138785
214668,170451,176454
117661,227180,44741
60068,11339,53056
35415,10336,225577
215078,6096,152688
227178,60480,58280
9424,7926,3131
51223,65270,15737
210009,212057,204767
9085,215158,46725
49828,205631,153797
52439,30444,86681
38701,209943,39452
229455,208615,205440
165226,179210,191402
206971,163083,228394
5219,182897,215243
227073,224622,221296
205120,200647,165715
209896,209862,204022
39004,224426,218509
227230,215198,30290
180524,39176,7245
32107,218158,54520
209882,224793,43630
227099,223736,20879
221260,227517,28368
209866,191406,11308
35723,227321,46591
220819,131321,183240
4089,209949,152532
35804,223977,229654
213295,35409,227333
197095,170375,1256
127651,219062,89
8018,226629,25741
179531,171441,161574
35157,226758,216316
8265,153599,42411
170867,60540,159506
175313,215348,1184
35572,157383,148959
175267,151523,1502
154640,225397,219053
214455,171596,216316
39175,169270,150819
8676,225366,17611
205730,54703,208692
33834,205527,119674
11112,156024,229641
162982,64609,26799
54379,214554,65007
48639,168627,1546
39295,227321,119909
216399,175236,131317
228961,227821,224236
184171,133556,21647
174609,50083,8444
55647,39654,46296
137276,49406,209913
36478,227026,229824
172779,183655,50300
60281,162973,54190
191367,180524,35507
204789,60027,227178
54049,215335,55660
146526,143834,223433
194535,226214,65425
225242,32728,67604
124326,1034,88911
164213,228334,136169
42980,227425,89764
217107,60175,18743
214665,49053,71548
229454,9911,61384
170960,205527,4308
156065,227324,41850
218122,219560,118219
117142,172682,92740
229658,168358,44145
172557,227325,33512
33928,227145,36693
35560,214663,44832
222920,214647,159345
214550,49514,92586
169279,6050,40074
55065,226653,16208
206948,227337,32761
139623,41301,25
228353,43477,128033
169568,210018,39732
10000,33503,11308
129462,117826,92931
156065,227051,227284
183708,60069,11130
43488,231014,54824
55846,60119,70979
175270,122243,167146
146122,215167,165790
231922,207000,45300
38952,125417,118191
183327,223805,12379
165225,225371,217945
59156,55494,61563
204496,10783,226826
172755,10756,58254
215309,214377,18890
35158,215363,37133
211390,214581,15072
215089,228766,228128
183665,215117,59519
42870,55680,18419
3529,209960,110692
160849,6126,227211
77659,60234,205122
137892,205708,193840
9390,229969,119914
45981,9372,197630
122804,58275,227864
7645,231711,71142
225367,214479,46214
205491,225432,214933
215275,206108,152536
214498,215309,212260
64879,142125,39037
223654,144170,160740
10611,227333,45517
227982,9417,57970
227941,45843,158315
216398,42980,168464
4308,203992,194979
3311,225180,219566
35578,209305,168797
215157,158880,39636
149090,209994,126121
172775,168472,148295
8380,206989,171073
4241,60027,169338
214667,212340,216305
228970,216333,119649
10346,197785,43082
42826,183701,210184
227362,214713,219314
34262,196299,133983
10388,40134,216037
8042,229655,43345
215259,35550,224143
10220,10492,88284
206929,55022,35856
214748,214654,15483
9349,209867,54939
205473,217289,223626
231354,64925,36038
39259,57854,9838
214401,209938,127202
223850,168362,5772
35150,42979,166909
55035,226544,50089
227324,215332,7018
226560,35738,227847
169921,221357,143483
223385,161888,61384
8375,222820,35866
124400,32801,76153
228955,175210,52877
156066,156023,227400
69158,35536,135557
60199,219574,205525
227079,7748,119450
35571,214507,53342
106147,223965,66227
209882,68796,127623
183706,117152,1622
35868,6325,152263
168338,58690,1805
172682,219474,60054
11170,227351,226562
175469,60128,60285
2929,216305,73197
128371,209985,92
52439,215358,181133
216397,58111,115447
9388,51322,51
214618,55044,45244
180528,175391,1201
223392,213685,224713
206999,64677,36804
183703,194408,178195
231380,55677,27223
168349,215376,53152
9503,225323,35942
205651,40211,25410
228970,210013,172758
226727,215345,12533
157359,10026,175117
211390,224498,64770
229465,149372,134165
227303,223650,43778
168247,55846,214384
175151,39184,100926
228991,34212,171011
214604,228968,59904
7992,172818,44844
227422,199302,60041
49557,218949,3734
55037,227177,227789
102719,9283,41886
58270,48327,16637
175192,137428,45208
42025,41356,218842
3203,57937,172884
205527,55734,123248
223993,50242,215232
55022,4021,44568
35728,35947,9195
204778,2805,206948
182700,183703,44472
35357,139268,231922
227163,215018,161495
215099,227740,63140
206425,10759,129685
55688,168284,111119
9416,228338,195457
210751,227406,215252
180524,59983,46816
11538,204772,214556
197630,9445,9153
168253,147775,225234
227810,125441,66399
183528,60108,44571
39751,33845,205877
57968,228966,227313
60036,139268,225485
165231,143994,7138
206977,223960,144065
196594,35600,56344
74064,66790,65214
205691,42908,49471
214482,175171,1040
110212,227982,167142
215008,59531,205735
35560,196849,227726
125437,60950,133992
64926,174911,20735
172860,217938,226583
209851,228986,227066
58509,163079,940
142199,225340,23440
8260,117842,146875
212320,168491,68711
168395,69069,60934
175187,215221,85041
54377,64957,25494
9255,59058,9895
11002,43079,223139
168398,34261,208093
9313,57498,54936
170920,50048,148888
226567,225364,35799
136628,175369,6375
168296,226570,195248
214357,152655,211365
221071,214209,177789
148378,50082,32412
227116,56375,19093
4572,166493,184288
122659,214462,63385
175359,172673,215264
9807,227375,29064
215025,205532,214387
205232,168247,65547
117142,137195,136108
34596,34192,61105
51540,65266,111362
225795,172820,175143
215142,157404,66690
10744,227105,71588
171481,218949,116263
141997,64879,165653
216324,39832,29880
11261,137124,1754
9306,7750,116600
133234,60146,50722
11545,169288,32580
214357,215139,229994
92193,169498,5940
9808,163361,65419
10617,59471,224117
170464,221606,13237
214624,209860,219336
170876,227240,215011
35594,227050,227119
209891,119937,42466
227859,220602,42504
204945,6318,225522
55481,9331,47548
145843,214145,59935
48547,227953,60079
175414,33708,50038
9356,62289,3110
180868,221248,153358
39196,223422,147973
6553,227233,225376
209919,64908,125453
48318,36865,56993
227128,223965,1495
228374,143966,69133
181123,172722,171034
223851,9240,117833
69231,10363,12461
49426,214734,74429
55064,170375,227995
205066,169785,205526
205440,33629,9419
6545,175274,25893
51652,159684,123342
214576,10336,219569
227316,232133,50183
206998,120698,49882
208713,146700,35693
168413,205723,10614
39176,223963,67769
195248,35603,215924
6296,35703,143437
206930,51613,224917
54360,215374,72778
209926,220479,51904
184267,205551,13177
155499,222052,56618
210031,168286,56427
215139,226415,145600
175130,34303,100926
132701,39746,44991
168428,205492,227110
215206,119988,50587
227392,203998,62213
221714,214554,156152
205199,208712,89179
35727,168314,73916
58751,60289,214533
225371,43331,69823
223861,217286,194982
226474,219291,215037
10431,215178,135296
205886,226721,43158
214200,215023,133925
168427,156023,50084
175194,155512,14458
934,7408,215112
218097,215373,61034
168309,221199,184863
132621,128495,88284
208730,138799,217948
142131,122880,227022
145377,9375,79213
143959,227025,45903
223966,945,206974
83882,30838,1709
9243,125428,88
163013,227201,36844
134860,9434,56450
226803,35584,224159
229452,145541,111582
155487,205481,194318
206999,205560,165736
55030,229476,224418
215214,52903,1579
168391,214966,175253
168305,223058,227787
223644,222705,4479
209869,35915,122798
9236,209909,46470
208609,219564,57092
139470,7407,123396
136098,42349,25432
155521,231385,41145
123751,168263,205469
227258,143764,133762
7891,225416,55615
171141,51310,50727
197723,161034,47821
9449,55686,213796
168426,225411,132
2984,205473,50050
228982,215222,124916
225085,227306,224139
229360,227038,43485
6549,57600,108704
75832,167993,65040
9275,210752,227327
168487,225351,60195
41783,169967,11306
226560,33661,214150
215296,42827,93437
198309,4615,193858
198141,39832,52414
54444,9423,172697
39826,215238,230638
70229,35737,69800
168490,214552,64868
174914,221192,65319
43427,227156,6852
175269,218795,166430
222923,216305,215972
214634,204021,32409
37133,205754,58254
9852,137193,216051
173646,215321,108165
64697,54443,215074
42120,216331,42921
168271,227201,227064
60172,33661,74872
60774,205115,226491
46865,35809,105098
